temp,humidity,is_peak_hour,season_Spring,year_2011,year_2012,hour_1,hour_2,hour_3,hour_4,hour_5,hour_17,hour_18,total_count
0.42,0.77,1,1,1,0,0,0,0,0,0,0,0,0.7719837147172207
0.4,0.76,1,1,1,0,0,0,0,0,0,0,0,0.0
0.4,0.71,1,1,1,0,0,0,0,0,0,0,0,2.904942901727107
0.38,0.76,1,1,1,0,0,0,0,0,0,0,0,4.900447905942196
0.36,0.81,0,1,1,0,0,0,0,0,0,0,0,7.734588826671822
0.36,0.71,0,1,1,0,0,0,0,0,0,0,0,8.71090717889937
0.36,0.66,0,1,1,0,0,0,0,0,0,0,0,9.797349448557815
0.36,0.66,0,1,1,0,0,0,0,0,0,0,0,8.966140868015186
0.36,0.76,0,1,1,0,0,0,0,0,0,0,0,8.101160234479881
0.34,0.81,0,1,1,0,0,0,0,0,0,0,0,8.916061149488284
0.34,0.71,0,1,1,0,0,0,0,0,0,0,0,9.015758924762986
0.34,0.57,1,1,1,0,0,0,0,0,0,1,0,8.442676160911242
0.36,0.46,1,1,1,0,0,0,0,0,0,0,1,7.734588826671822
0.32,0.42,1,1,1,0,0,0,0,0,0,0,0,5.978147086449768
0.3,0.39,1,1,1,0,0,0,0,0,0,0,0,5.141910935709693
0.26,0.44,1,1,1,0,0,0,0,0,0,0,0,6.071273750507169
0.24,0.44,1,1,1,0,0,0,0,0,0,0,0,3.131276745865517
0.22,0.47,1,1,1,0,0,0,0,0,0,0,0,2.904942901727107
0.22,0.44,1,1,1,0,0,0,0,0,0,0,0,2.0786512944041204
0.2,0.44,1,1,1,0,1,0,0,0,0,0,0,0.7719837147172207
0.16,0.47,1,1,1,0,0,0,0,1,0,0,0,0.0
0.16,0.47,1,1,1,0,0,0,0,0,1,0,0,1.3054005090343679
0.14,0.5,0,1,1,0,0,0,0,0,0,0,0,5.978147086449768
0.14,0.5,0,1,1,0,0,0,0,0,0,0,0,8.387323207441591
0.14,0.5,0,1,1,0,0,0,0,0,0,0,0,11.974306830460401
0.16,0.43,0,1,1,0,0,0,0,0,0,0,0,9.578569593862316
0.18,0.43,1,1,1,0,0,0,0,0,0,0,0,7.126293775833023
0.2,0.4,1,1,1,0,0,0,0,0,0,0,0,7.606007307316141
0.22,0.35,1,1,1,0,0,0,0,0,0,0,0,8.217574095080929
0.24,0.35,1,1,1,0,0,0,0,0,0,0,0,8.217574095080929
0.26,0.3,1,1,1,0,0,0,0,0,0,0,0,9.064925567084881
0.26,0.3,1,1,1,0,0,0,0,0,0,0,0,8.814473843993978
0.26,0.3,1,1,1,0,0,0,0,0,0,0,0,9.015758924762986
0.24,0.3,0,1,1,0,0,0,0,0,0,1,0,12.064426772654928
0.24,0.32,0,1,1,0,0,0,0,0,0,0,1,12.064426772654928
0.2,0.47,0,1,1,0,0,0,0,0,0,0,0,10.48508059146678
0.2,0.47,1,1,1,0,0,0,0,0,0,0,0,7.670727465282577
0.18,0.64,1,1,1,0,0,0,0,0,0,0,0,7.670727465282577
0.14,0.69,1,1,1,0,0,0,0,0,0,0,0,4.900447905942196
0.18,0.55,1,1,1,0,0,0,0,0,0,0,0,3.7195616302695993
0.16,0.55,1,1,1,0,0,0,0,0,0,0,0,2.0786512944041204
0.16,0.59,1,1,1,0,1,0,0,0,0,0,0,0.7719837147172207
0.14,0.63,1,1,1,0,0,1,0,0,0,0,0,0.0
0.14,0.63,1,1,1,0,0,0,0,1,0,0,0,0.7719837147172207
0.12,0.68,1,1,1,0,0,0,0,0,1,0,0,1.72599165977474
0.12,0.74,0,1,1,0,0,0,0,0,0,0,0,6.507987106125536
0.12,0.74,0,1,1,0,0,0,0,0,0,0,0,9.84011927869973
0.14,0.69,0,1,1,0,0,0,0,0,0,0,0,12.691267791510532
0.16,0.64,0,1,1,0,0,0,0,0,0,0,0,10.090316482758071
0.16,0.69,1,1,1,0,0,0,0,0,0,0,0,6.979563642182625
0.22,0.51,1,1,1,0,0,0,0,0,0,0,0,7.981972196090668
0.22,0.51,1,1,1,0,0,0,0,0,0,0,0,9.113650685319715
0.24,0.56,1,1,1,0,0,0,0,0,0,0,0,9.966561771797277
0.26,0.52,1,1,1,0,0,0,0,0,0,0,0,8.331366223294294
0.28,0.52,1,1,1,0,0,0,0,0,0,0,0,8.442676160911242
0.3,0.49,1,1,1,0,0,0,0,0,0,0,0,9.350976626300369
0.28,0.48,0,1,1,0,0,0,0,0,0,1,0,13.53803241834936
0.26,0.48,0,1,1,0,0,0,0,0,0,0,1,12.772522347752664
0.24,0.48,0,1,1,0,0,0,0,0,0,0,0,10.561011518719553
0.24,0.48,1,1,1,0,0,0,0,0,0,0,0,7.797618673894734
0.22,0.64,1,1,1,0,0,0,0,0,0,0,0,7.406398797807466
0.22,0.64,1,1,1,0,0,0,0,0,0,0,0,6.424180908016997
0.2,0.69,1,1,1,0,0,0,0,0,0,0,0,3.536147331458831
0.2,0.64,1,1,1,0,0,0,0,0,0,0,0,2.3851815495408415
0.16,0.74,1,1,1,0,1,0,0,0,0,0,0,2.3851815495408415
0.16,0.74,1,1,1,0,0,1,0,0,0,0,0,0.7719837147172207
0.24,0.48,1,1,1,0,0,0,0,1,0,0,0,0.7719837147172207
0.22,0.47,1,1,1,0,0,0,0,0,1,0,0,1.3054005090343679
0.2,0.47,0,1,1,0,0,0,0,0,0,0,0,6.251443763775107
0.18,0.43,0,1,1,0,0,0,0,0,0,0,0,9.578569593862316
0.2,0.4,0,1,1,0,0,0,0,0,0,0,0,13.114252789068855
0.22,0.37,0,1,1,0,0,0,0,0,0,0,0,10.673161561311831
0.22,0.37,1,1,1,0,0,0,0,0,0,0,0,7.981972196090668
0.26,0.33,1,1,1,0,0,0,0,0,0,0,0,7.268461723335826
0.26,0.33,1,1,1,0,0,0,0,0,0,0,0,9.161943829628923
0.28,0.3,1,1,1,0,0,0,0,0,0,0,0,8.76294381017747
0.3,0.28,1,1,1,0,0,0,0,0,0,0,0,8.27478887003664
0.3,0.28,1,1,1,0,0,0,0,0,0,0,0,8.27478887003664
0.3,0.28,1,1,1,0,0,0,0,0,0,0,0,9.623003656292504
0.24,0.38,0,1,1,0,0,0,0,0,0,1,0,12.984746964522953
0.24,0.38,0,1,1,0,0,0,0,0,0,0,1,12.413389881857142
0.24,0.38,0,1,1,0,0,0,0,0,0,0,0,11.273016096679797
0.22,0.47,1,1,1,0,0,0,0,0,0,0,0,9.623003656292504
0.2,0.51,1,1,1,0,0,0,0,0,0,0,0,7.053521292641837
0.18,0.55,1,1,1,0,0,0,0,0,0,0,0,6.979563642182625
0.2,0.47,1,1,1,0,0,0,0,0,0,0,0,4.773379434530496
0.18,0.55,1,1,1,0,0,0,0,0,0,0,0,3.536147331458831
0.16,0.64,1,1,1,0,1,0,0,0,0,0,0,1.72599165977474
0.16,0.64,1,1,1,0,0,1,0,0,0,0,0,0.7719837147172207
0.16,0.64,1,1,1,0,0,0,0,1,0,0,0,0.0
0.14,0.69,1,1,1,0,0,0,0,0,1,0,0,1.72599165977474
0.14,0.63,0,1,1,0,0,0,0,0,0,0,0,6.507987106125536
0.16,0.59,0,1,1,0,0,0,0,0,0,0,0,9.88257423786817
0.16,0.59,0,1,1,0,0,0,0,0,0,0,0,13.705673349985124
0.18,0.51,0,1,1,0,0,0,0,0,0,0,0,10.927160341309317
0.2,0.47,1,1,1,0,0,0,0,0,0,0,0,7.197926385469422
0.22,0.44,1,1,1,0,0,0,0,0,0,0,0,8.101160234479881
0.26,0.35,1,1,1,0,0,0,0,0,0,0,0,9.397242305976315
0.26,0.35,1,1,1,0,0,0,0,0,0,0,0,8.551631998204705
0.28,0.36,1,1,1,0,0,0,0,0,0,0,0,8.71090717889937
0.28,0.36,1,1,1,0,0,0,0,0,0,0,0,8.27478887003664
0.26,0.38,1,1,1,0,0,0,0,0,0,0,0,9.488638257459204
0.22,0.51,0,1,1,0,0,0,0,0,0,1,0,12.497925742793116
0.22,0.51,0,1,1,0,0,0,0,0,0,0,1,12.241139366373037
0.22,0.55,0,1,1,0,0,0,0,0,0,0,0,10.561011518719553
0.2,0.51,1,1,1,0,0,0,0,0,0,0,0,8.658351624499861
0.22,0.55,1,1,1,0,0,0,0,0,0,0,0,7.406398797807466
0.22,0.51,1,1,1,0,0,0,0,0,0,0,0,7.670727465282577
0.2,0.59,1,1,1,0,0,0,0,0,0,0,0,5.256953311190453
0.2,0.64,1,1,1,0,0,0,0,0,0,0,0,4.504585335957261
0.2,0.69,1,1,1,0,1,0,0,0,0,0,0,2.65800442162689
0.2,0.69,1,1,1,0,0,1,0,0,0,0,0,0.0
0.2,0.69,1,1,1,0,0,0,0,1,0,0,0,0.0
0.22,0.55,1,1,1,0,0,0,0,0,1,0,0,2.0786512944041204
0.2,0.69,0,1,1,0,0,0,0,0,0,0,0,6.338694666990317
0.2,0.69,0,1,1,0,0,0,0,0,0,0,0,9.397242305976315
0.2,0.51,0,1,1,0,0,0,0,0,0,0,0,13.489430091617814
0.2,0.47,0,1,1,0,0,0,0,0,0,0,0,11.3399849742824
0.22,0.37,1,1,1,0,0,0,0,0,0,0,0,8.331366223294294
0.2,0.4,1,1,1,0,0,0,0,0,0,0,0,8.551631998204705
0.2,0.37,1,1,1,0,0,0,0,0,0,0,0,8.101160234479881
0.2,0.37,1,1,1,0,0,0,0,0,0,0,0,8.865509146904522
0.2,0.4,1,1,1,0,0,0,0,0,0,0,0,7.540399618799464
0.2,0.37,1,1,1,0,0,0,0,0,0,0,0,8.814473843993978
0.2,0.37,1,1,1,0,0,0,0,0,0,0,0,9.53378342293581
0.2,0.37,0,1,1,0,0,0,0,0,0,1,0,12.905903515204079
0.2,0.4,0,1,1,0,0,0,0,0,0,0,1,10.962612815352479
0.16,0.55,0,1,1,0,0,0,0,0,0,0,0,9.88257423786817
0.18,0.47,1,1,1,0,0,0,0,0,0,0,0,7.606007307316141
0.18,0.47,1,1,1,0,0,0,0,0,0,0,0,6.750081158403143
0.18,0.43,1,1,1,0,0,0,0,0,0,0,0,6.507987106125536
0.18,0.51,1,1,1,0,0,0,0,0,0,0,0,4.212830050270184
0.18,0.51,1,1,1,0,0,0,0,0,0,0,0,5.477005594612208
0.18,0.55,1,1,1,0,1,0,0,0,0,0,0,4.361876293217081
0.18,0.55,1,1,1,0,0,1,0,0,0,0,0,4.361876293217081
0.18,0.55,1,1,1,0,0,0,1,0,0,0,0,2.65800442162689
0.18,0.55,1,1,1,0,0,0,0,1,0,0,0,0.0
0.16,0.74,1,1,1,0,0,0,0,0,1,0,0,2.0786512944041204
0.16,0.74,1,1,1,0,0,0,0,0,0,0,0,0.7719837147172207
0.16,0.74,1,1,1,0,0,0,0,0,0,0,0,3.131276745865517
0.16,0.93,1,1,1,0,0,0,0,0,0,0,0,4.212830050270184
0.16,0.93,1,1,1,0,0,0,0,0,0,0,0,4.900447905942196
0.18,0.8,0,1,1,0,0,0,0,0,0,0,0,8.217574095080929
0.2,0.69,0,1,1,0,0,0,0,0,0,0,0,8.27478887003664
0.2,0.59,0,1,1,0,0,0,0,0,0,0,0,10.008105075457772
0.2,0.44,0,1,1,0,0,0,0,0,0,0,0,10.171393654346712
0.2,0.32,0,1,1,0,0,0,0,0,0,0,0,9.88257423786817
0.2,0.32,0,1,1,0,0,0,0,0,0,0,0,8.916061149488284
0.18,0.29,0,1,1,0,0,0,0,0,0,0,0,9.015758924762986
0.16,0.37,1,1,1,0,0,0,0,0,0,1,0,8.658351624499861
0.14,0.39,1,1,1,0,0,0,0,0,0,0,1,7.859842936495952
0.14,0.36,1,1,1,0,0,0,0,0,0,0,0,5.978147086449768
0.12,0.36,1,1,1,0,0,0,0,0,0,0,0,5.785219275916581
0.12,0.39,1,1,1,0,0,0,0,0,0,0,0,6.590191605438041
0.12,0.36,1,1,1,0,0,0,0,0,0,0,0,6.338694666990317
0.1,0.39,1,1,1,0,0,0,0,0,0,0,0,5.141910935709693
0.1,0.42,1,1,1,0,0,0,0,0,0,0,0,5.477005594612208
0.1,0.42,1,1,1,0,1,0,0,0,0,0,0,3.7195616302695993
0.1,0.46,1,1,1,0,0,1,0,0,0,0,0,3.536147331458831
0.1,0.46,1,1,1,0,0,0,1,0,0,0,0,1.72599165977474
0.08,0.53,1,1,1,0,0,0,0,1,0,0,0,0.0
0.08,0.53,1,1,1,0,0,0,0,0,1,0,0,0.0
0.1,0.49,1,1,1,0,0,0,0,0,0,0,0,0.0
0.08,0.53,1,1,1,0,0,0,0,0,0,0,0,2.3851815495408415
0.1,0.49,1,1,1,0,0,0,0,0,0,0,0,3.3407553248696744
0.12,0.46,1,1,1,0,0,0,0,0,0,0,0,4.773379434530496
0.14,0.43,0,1,1,0,0,0,0,0,0,0,0,7.47387410616761
0.16,0.4,0,1,1,0,0,0,0,0,0,0,0,7.47387410616761
0.18,0.37,0,1,1,0,0,0,0,0,0,0,0,9.350976626300369
0.2,0.34,0,1,1,0,0,0,0,0,0,0,0,8.966140868015186
0.22,0.32,0,1,1,0,0,0,0,0,0,0,0,8.814473843993978
0.22,0.35,0,1,1,0,0,0,0,0,0,0,0,9.304322144194849
0.2,0.34,0,1,1,0,0,0,0,0,0,0,0,9.754258988424057
0.18,0.37,1,1,1,0,0,0,0,0,0,1,0,8.27478887003664
0.16,0.4,1,1,1,0,0,0,0,0,0,0,1,7.406398797807466
0.16,0.43,1,1,1,0,0,0,0,0,0,0,0,6.904372599974001
0.14,0.46,1,1,1,0,0,0,0,0,0,0,0,6.670867095935105
0.14,0.46,1,1,1,0,0,0,0,0,0,0,0,4.900447905942196
0.14,0.46,1,1,1,0,0,0,0,0,0,0,0,4.212830050270184
0.12,0.5,1,1,1,0,0,0,0,0,0,0,0,2.3851815495408415
0.12,0.5,1,1,1,0,0,0,0,0,0,0,0,2.0786512944041204
0.12,0.5,1,1,1,0,1,0,0,0,0,0,0,0.0
0.12,0.5,1,1,1,0,0,1,0,0,0,0,0,1.3054005090343679
0.12,0.5,1,1,1,0,0,0,1,0,0,0,0,0.0
0.1,0.54,1,1,1,0,0,0,0,1,0,0,0,1.3054005090343679
0.1,0.54,1,1,1,0,0,0,0,0,1,0,0,1.3054005090343679
0.12,0.5,0,1,1,0,0,0,0,0,0,0,0,6.071273750507169
0.12,0.5,0,1,1,0,0,0,0,0,0,0,0,9.064925567084881
0.12,0.5,0,1,1,0,0,0,0,0,0,0,0,12.93228165005888
0.14,0.5,0,1,1,0,0,0,0,0,0,0,0,9.84011927869973
0.14,0.5,1,1,1,0,0,0,0,0,0,0,0,6.071273750507169
0.16,0.47,1,1,1,0,0,0,0,0,0,0,0,5.978147086449768
0.2,0.4,1,1,1,0,0,0,0,0,0,0,0,7.670727465282577
0.2,0.4,1,1,1,0,0,0,0,0,0,0,0,7.797618673894734
0.2,0.4,1,1,1,0,0,0,0,0,0,0,0,7.337939913928585
0.2,0.4,1,1,1,0,0,0,0,0,0,0,0,7.197926385469422
0.2,0.4,1,1,1,0,0,0,0,0,0,0,0,8.916061149488284
0.2,0.4,0,1,1,0,0,0,0,0,0,1,0,12.663972844026004
0.2,0.4,0,1,1,0,0,0,0,0,0,0,1,12.004481236790443
0.16,0.47,0,1,1,0,0,0,0,0,0,0,0,9.88257423786817
0.16,0.5,1,1,1,0,0,0,0,0,0,0,0,8.916061149488284
0.14,0.59,1,1,1,0,0,0,0,0,0,0,0,6.670867095935105
0.14,0.59,1,1,1,0,0,0,0,0,0,0,0,5.368572062060942
0.14,0.59,1,1,1,0,0,0,0,0,0,0,0,4.64157686387296
0.14,0.59,1,1,1,0,0,0,0,0,0,0,0,3.7195616302695993
0.14,0.59,1,1,1,0,1,0,0,0,0,0,0,1.3054005090343679
0.16,0.55,1,1,1,0,0,1,0,0,0,0,0,1.3054005090343679
0.16,0.55,1,1,1,0,0,0,0,0,1,0,0,2.3851815495408415
0.16,0.55,0,1,1,0,0,0,0,0,0,0,0,5.685147384916192
0.16,0.55,0,1,1,0,0,0,0,0,0,0,0,10.049354977542036
0.18,0.51,0,1,1,0,0,0,0,0,0,0,0,13.658160389659203
0.18,0.51,0,1,1,0,0,0,0,0,0,0,0,11.205338695537476
0.2,0.51,1,1,1,0,0,0,0,0,0,0,0,7.797618673894734
0.2,0.47,1,1,1,0,0,0,0,0,0,0,0,6.424180908016997
0.2,0.51,1,1,1,0,0,0,0,0,0,0,0,7.981972196090668
0.2,0.59,1,1,1,0,0,0,0,0,0,0,0,7.670727465282577
0.2,0.59,1,1,1,0,0,0,0,0,0,0,0,8.331366223294294
0.16,0.8,1,1,1,0,0,0,0,0,0,0,0,7.337939913928585
0.16,0.86,1,1,1,0,0,0,0,0,0,0,0,9.015758924762986
0.16,0.86,0,1,1,0,0,0,0,0,0,1,0,11.406263157137174
0.16,0.93,0,1,1,0,0,0,0,0,0,0,1,9.88257423786817
0.16,0.93,0,1,1,0,0,0,0,0,0,0,0,7.606007307316141
0.16,0.93,1,1,1,0,0,0,0,0,0,0,0,6.162336593613656
0.16,0.86,1,1,1,0,0,0,0,0,0,0,0,4.900447905942196
0.16,0.93,1,1,1,0,0,0,0,0,0,0,0,5.882838621624474
0.16,0.93,1,1,1,0,0,0,0,0,0,0,0,4.773379434530496
0.16,0.86,1,1,1,0,0,0,0,0,0,0,0,2.65800442162689
0.16,0.86,1,1,1,0,1,0,0,0,0,0,0,2.3851815495408415
0.14,0.86,1,1,1,0,0,1,0,0,0,0,0,0.0
0.14,0.86,1,1,1,0,0,0,0,0,1,0,0,2.0786512944041204
0.12,0.93,0,1,1,0,0,0,0,0,0,0,0,4.361876293217081
0.14,0.69,0,1,1,0,0,0,0,0,0,0,0,7.797618673894734
0.16,0.59,0,1,1,0,0,0,0,0,0,0,0,11.136934198932531
0.16,0.59,0,1,1,0,0,0,0,0,0,0,0,9.25727079034735
0.18,0.55,1,1,1,0,0,0,0,0,0,0,0,6.750081158403143
0.2,0.51,1,1,1,0,0,0,0,0,0,0,0,6.424180908016997
0.2,0.47,1,1,1,0,0,0,0,0,0,0,0,7.859842936495952
0.22,0.44,1,1,1,0,0,0,0,0,0,0,0,7.47387410616761
0.2,0.47,1,1,1,0,0,0,0,0,0,0,0,7.126293775833023
0.2,0.47,1,1,1,0,0,0,0,0,0,0,0,7.47387410616761
0.22,0.44,1,1,1,0,0,0,0,0,0,0,0,8.605264337505455
0.2,0.47,0,1,1,0,0,0,0,0,0,1,0,11.504422658588348
0.2,0.47,0,1,1,0,0,0,0,0,0,0,1,11.439148616275315
0.18,0.47,0,1,1,0,0,0,0,0,0,0,0,9.350976626300369
0.16,0.5,1,1,1,0,0,0,0,0,0,0,0,7.921286281476679
0.16,0.55,1,1,1,0,0,0,0,0,0,0,0,7.981972196090668
0.16,0.55,1,1,1,0,0,0,0,0,0,0,0,6.251443763775107
0.14,0.59,1,1,1,0,0,0,0,0,0,0,0,4.900447905942196
0.14,0.59,1,1,1,0,0,0,0,0,0,0,0,2.65800442162689
0.14,0.5,1,1,1,0,1,0,0,0,0,0,0,0.7719837147172207
0.14,0.5,1,1,1,0,0,1,0,0,0,0,0,0.7719837147172207
0.14,0.5,1,1,1,0,0,0,1,0,0,0,0,1.3054005090343679
0.14,0.5,1,1,1,0,0,0,0,1,0,0,0,1.72599165977474
0.14,0.5,1,1,1,0,0,0,0,0,1,0,0,1.3054005090343679
0.12,0.54,0,1,1,0,0,0,0,0,0,0,0,5.785219275916581
0.12,0.54,0,1,1,0,0,0,0,0,0,0,0,8.814473843993978
0.14,0.5,0,1,1,0,0,0,0,0,0,0,0,13.29174161021707
0.14,0.5,0,1,1,0,0,0,0,0,0,0,0,11.504422658588348
0.16,0.5,1,1,1,0,0,0,0,0,0,0,0,6.670867095935105
0.2,0.44,1,1,1,0,0,0,0,0,0,0,0,6.590191605438041
0.2,0.44,1,1,1,0,0,0,0,0,0,0,0,7.670727465282577
0.22,0.41,1,1,1,0,0,0,0,0,0,0,0,9.350976626300369
0.22,0.41,1,1,1,0,0,0,0,0,0,0,0,6.979563642182625
0.24,0.38,1,1,1,0,0,0,0,0,0,0,0,8.159704088176953
0.24,0.38,1,1,1,0,0,0,0,0,0,0,0,9.113650685319715
0.2,0.4,0,1,1,0,0,0,0,0,0,1,0,12.212004683003148
0.2,0.4,0,1,1,0,0,0,0,0,0,0,1,11.6648016827131
0.16,0.47,0,1,1,0,0,0,0,0,0,0,0,10.049354977542036
0.16,0.47,1,1,1,0,0,0,0,0,0,0,0,8.387323207441591
0.14,0.46,1,1,1,0,0,0,0,0,0,0,0,6.827896744335756
0.14,0.46,1,1,1,0,0,0,0,0,0,0,0,5.978147086449768
0.12,0.5,1,1,1,0,0,0,0,0,0,0,0,4.212830050270184
0.12,0.5,1,1,1,0,0,0,0,0,0,0,0,4.056712767789176
0.1,0.54,1,1,1,0,1,0,0,0,0,0,0,2.0786512944041204
0.1,0.54,1,1,1,0,0,1,0,0,0,0,0,0.0
0.1,0.54,1,1,1,0,0,0,1,0,0,0,0,0.0
0.1,0.54,1,1,1,0,0,0,0,0,1,0,0,2.904942901727107
0.1,0.54,0,1,1,0,0,0,0,0,0,0,0,4.504585335957261
0.1,0.74,0,1,1,0,0,0,0,0,0,0,0,8.71090717889937
0.12,0.68,0,1,1,0,0,0,0,0,0,0,0,12.094200801690867
0.14,0.69,0,1,1,0,0,0,0,0,0,0,0,10.746803893292967
0.18,0.55,1,1,1,0,0,0,0,0,0,0,0,7.126293775833023
0.18,0.51,1,1,1,0,0,0,0,0,0,0,0,7.734588826671822
0.2,0.44,1,1,1,0,0,0,0,0,0,0,0,8.217574095080929
0.22,0.37,1,1,1,0,0,0,0,0,0,0,0,9.064925567084881
0.22,0.41,1,1,1,0,0,0,0,0,0,0,0,8.387323207441591
0.24,0.38,1,1,1,0,0,0,0,0,0,0,0,8.605264337505455
0.22,0.41,1,1,1,0,0,0,0,0,0,0,0,9.667092288597345
0.22,0.41,0,1,1,0,0,0,0,0,0,1,0,12.123844229978246
0.2,0.47,0,1,1,0,0,0,0,0,0,0,1,11.504422658588348
0.16,0.59,0,1,1,0,0,0,0,0,0,0,0,9.754258988424057
0.18,0.59,1,1,1,0,0,0,0,0,0,0,0,8.605264337505455
0.16,0.69,1,1,1,0,0,0,0,0,0,0,0,7.670727465282577
0.16,0.69,1,1,1,0,0,0,0,0,0,0,0,6.507987106125536
0.18,0.55,1,1,1,0,0,0,0,0,0,0,0,5.685147384916192
0.18,0.55,1,1,1,0,0,0,0,0,0,0,0,5.785219275916581
0.16,0.59,1,1,1,0,1,0,0,0,0,0,0,4.900447905942196
0.16,0.59,1,1,1,0,0,1,0,0,0,0,0,3.7195616302695993
0.16,0.59,1,1,1,0,0,0,1,0,0,0,0,2.904942901727107
0.16,0.59,1,1,1,0,0,0,0,1,0,0,0,2.0786512944041204
0.16,0.59,1,1,1,0,0,0,0,0,1,0,0,0.0
0.14,0.63,1,1,1,0,0,0,0,0,0,0,0,1.3054005090343679
0.14,0.63,1,1,1,0,0,0,0,0,0,0,0,3.3407553248696744
0.14,0.63,1,1,1,0,0,0,0,0,0,0,0,5.256953311190453
0.16,0.64,1,1,1,0,0,0,0,0,0,0,0,6.251443763775107
0.18,0.59,0,1,1,0,0,0,0,0,0,0,0,8.101160234479881
0.2,0.55,0,1,1,0,0,0,0,0,0,0,0,8.814473843993978
0.24,0.48,0,1,1,0,0,0,0,0,0,0,0,9.623003656292504
0.28,0.38,0,1,1,0,0,0,0,0,0,0,0,10.13099446141982
0.3,0.39,0,1,1,0,0,0,0,0,0,0,0,10.78329752942487
0.32,0.36,0,1,1,0,0,0,0,0,0,0,0,11.171228525099735
0.34,0.34,0,1,1,0,0,0,0,0,0,0,0,11.136934198932531
0.32,0.36,1,1,1,0,0,0,0,0,0,1,0,9.350976626300369
0.3,0.45,1,1,1,0,0,0,0,0,0,0,1,9.397242305976315
0.32,0.39,1,1,1,0,0,0,0,0,0,0,0,8.916061149488284
0.32,0.39,1,1,1,0,0,0,0,0,0,0,0,6.904372599974001
0.32,0.39,1,1,1,0,0,0,0,0,0,0,0,7.981972196090668
0.3,0.42,1,1,1,0,0,0,0,0,0,0,0,5.582466954321389
0.3,0.45,1,1,1,0,0,0,0,0,0,0,0,7.126293775833023
0.26,0.56,1,1,1,0,0,0,0,0,0,0,0,6.750081158403143
0.26,0.56,1,1,1,0,1,0,0,0,0,0,0,5.256953311190453
0.26,0.56,1,1,1,0,0,1,0,0,0,0,0,4.361876293217081
0.22,0.69,1,1,1,0,0,0,1,0,0,0,0,4.212830050270184
0.26,0.56,1,1,1,0,0,0,0,1,0,0,0,0.0
0.26,0.56,1,1,1,0,0,0,0,0,1,0,0,0.7719837147172207
0.26,0.56,1,1,1,0,0,0,0,0,0,0,0,0.0
0.24,0.56,1,1,1,0,0,0,0,0,0,0,0,1.3054005090343679
0.22,0.55,1,1,1,0,0,0,0,0,0,0,0,4.64157686387296
0.22,0.51,1,1,1,0,0,0,0,0,0,0,0,6.162336593613656
0.22,0.51,0,1,1,0,0,0,0,0,0,0,0,9.161943829628923
0.24,0.44,0,1,1,0,0,0,0,0,0,0,0,9.797349448557815
0.24,0.41,0,1,1,0,0,0,0,0,0,0,0,10.251374026637308
0.26,0.35,0,1,1,0,0,0,0,0,0,0,0,10.78329752942487
0.28,0.36,0,1,1,0,0,0,0,0,0,0,0,9.710841969958292
0.26,0.38,0,1,1,0,0,0,0,0,0,0,0,10.598624213933489
